order_id,customer_id,product_id,order_date,quantity,discount_percent,revenue,profit,city
61,123,1020,2024-12-15,2,10,7369.2,2483.2,Ahmedabad
62,497,1002,2025-02-14,1,10,49487.4,12626.4,Delhi
63,383,1018,2025-09-25,4,0,28484.0,7556.0,Bengaluru
64,359,1010,2024-03-22,4,10,9496.8,3296.8,Delhi
65,515,1007,2025-06-27,4,0,21564.0,3928.0,Chennai
66,680,1009,2024-02-29,2,20,7876.8,2400.8,Pune
67,609,1003,2024-05-05,1,0,37294.0,12158.0,Hyderabad
68,450,1020,2025-03-27,1,0,4094.0,1651.0,Kolkata
69,235,1018,2024-10-08,1,15,6052.85,820.85,Ahmedabad
70,413,1001,2025-06-13,3,10,42916.5,4450.5,Chennai
71,47,1001,2025-01-20,1,0,15895.0,3073.0,Ahmedabad
72,771,1019,2025-02-21,1,10,6461.1,2276.1,Mumbai
73,736,1011,2024-05-28,4,5,4009.0,1425.0,Ahmedabad
74,389,1019,2024-01-10,3,5,20460.15,7905.15,Delhi
75,701,1020,2025-09-27,1,15,3479.9,1036.9,Hyderabad
76,551,1012,2024-11-25,3,0,8442.0,2391.0,Bengaluru
77,197,1008,2024-05-24,4,0,18540.0,5284.0,Kolkata
78,758,1020,2025-02-18,3,0,12282.0,4953.0,Hyderabad
79,118,1011,2025-05-19,4,10,3798.0,1214.0,Delhi
80,261,1019,2025-10-14,2,0,14358.0,5988.0,Hyderabad
81,592,1006,2024-01-07,2,0,11382.0,2238.0,Chennai
82,561,1011,2025-09-14,3,5,3006.75,1068.75,Hyderabad
83,743,1002,2024-05-20,4,0,219944.0,72500.0,Kolkata
84,435,1010,2025-11-01,1,0,2638.0,1088.0,Chennai
85,612,1012,2024-03-14,4,10,10130.4,2062.4,Bengaluru
86,543,1001,2025-11-14,1,0,15895.0,3073.0,Chennai
87,755,1017,2024-10-15,4,20,6787.2,1427.2,Pune
88,110,1008,2024-04-22,2,15,7879.5,1251.5,Mumbai
89,506,1008,2024-06-21,3,0,13905.0,3963.0,Bengaluru
90,167,1019,2024-01-24,1,5,6820.05,2635.05,Hyderabad
91,452,1006,2025-05-19,4,10,20487.6,2199.6,Delhi
92,194,1012,2024-07-17,1,5,2673.3,656.3,Kolkata
93,791,1003,2025-09-04,2,5,70858.6,20586.6,Pune
94,299,1019,2024-05-25,1,0,7179.0,2994.0,Mumbai
95,49,1009,2024-12-03,4,15,16738.2,5786.2,Delhi
96,290,1003,2025-12-04,3,0,111882.0,36474.0,Delhi
97,465,1010,2024-04-01,1,5,2506.1,956.1,Mumbai
98,349,1008,2024-03-31,3,0,13905.0,3963.0,Chennai
99,471,1001,2024-03-29,2,15,27021.5,1377.5,Bengaluru
100,182,1010,2025-11-13,1,10,2374.2,824.2,Mumbai
101,190,1004,2025-11-05,1,5,42019.45,15986.45,Delhi
102,409,1016,2025-05-22,3,0,2040.0,387.0,Pune
103,16,1018,2024-06-26,4,20,22787.2,1859.2,Delhi
104,672,1015,2025-12-16,4,0,11872.0,5136.0,Pune
105,722,1020,2024-01-27,3,0,12282.0,4953.0,Chennai
106,409,1018,2024-09-05,4,0,28484.0,7556.0,Pune
107,476,1007,2025-09-23,2,10,9703.8,885.8,Mumbai
108,525,1010,2025-08-19,4,0,10552.0,4352.0,Delhi
109,280,1002,2025-07-07,1,0,54986.0,18125.0,Delhi
110,367,1004,2024-10-08,2,15,75192.7,23126.7,Bengaluru
111,607,1012,2025-09-19,2,0,5628.0,1594.0,Pune
112,231,1007,2025-01-15,4,0,21564.0,3928.0,Mumbai
113,566,1006,2025-02-10,2,5,10812.9,1668.9,Hyderabad
114,425,1003,2024-04-12,2,10,67129.2,16857.2,Bengaluru
115,454,1016,2025-06-27,4,0,2720.0,516.0,Delhi
116,732,1001,2025-12-03,3,10,42916.5,4450.5,Hyderabad
117,661,1001,2024-01-20,2,0,31790.0,6146.0,Ahmedabad
118,536,1008,2024-07-30,4,0,18540.0,5284.0,Pune
119,285,1002,2024-08-18,1,0,54986.0,18125.0,Ahmedabad
120,660,1002,2025-10-24,1,5,52236.7,15375.7,Hyderabad
121,656,1005,2025-10-17,4,10,242355.6,90151.6,Kolkata
122,663,1013,2025-07-16,4,10,28130.4,2642.4,Chennai
123,383,1015,2025-09-06,1,5,2819.6,1135.6,Bengaluru
124,610,1017,2024-10-27,2,0,4242.0,1562.0,Kolkata
125,608,1015,2024-05-04,3,5,8458.8,3406.8,Pune
126,455,1017,2024-01-12,4,0,8484.0,3124.0,Ahmedabad
127,647,1002,2025-08-21,3,0,164958.0,54375.0,Pune
128,468,1009,2025-04-10,2,5,9353.7,3877.7,Kolkata
129,546,1019,2024-05-01,4,0,28716.0,11976.0,Pune
130,700,1006,2024-10-15,4,0,22764.0,4476.0,Pune
131,757,1014,2024-04-06,4,5,13816.8,3432.8,Ahmedabad
132,107,1012,2025-04-18,1,10,2532.6,515.6,Mumbai
133,66,1002,2025-01-29,4,0,219944.0,72500.0,Mumbai
134,442,1003,2025-08-28,3,5,106287.9,30879.9,Pune
135,703,1015,2025-06-26,2,10,5342.4,1974.4,Delhi
136,271,1016,2025-02-20,3,15,1734.0,81.0,Chennai
137,690,1015,2024-09-26,3,0,8904.0,3852.0,Kolkata
138,364,1003,2024-04-24,1,10,33564.6,8428.6,Delhi
139,4,1011,2024-10-20,3,5,3006.75,1068.75,Hyderabad
140,351,1006,2024-04-06,3,15,14512.05,796.05,Delhi
141,38,1003,2024-02-09,4,0,149176.0,48632.0,Delhi
142,11,1014,2024-05-15,2,15,6181.2,989.2,Mumbai
143,542,1014,2025-02-19,2,0,7272.0,2080.0,Kolkata
144,436,1020,2025-10-25,1,15,3479.9,1036.9,Delhi
145,354,1003,2025-12-09,3,0,111882.0,36474.0,Hyderabad
146,424,1019,2025-06-05,4,10,25844.4,9104.4,Ahmedabad
147,92,1012,2025-03-15,1,15,2391.9,374.9,Hyderabad
148,14,1009,2024-05-14,3,5,14030.55,5816.55,Mumbai
149,738,1012,2024-03-07,2,0,5628.0,1594.0,Hyderabad
150,651,1007,2025-10-27,4,0,21564.0,3928.0,Mumbai
151,352,1006,2024-06-09,2,5,10812.9,1668.9,Pune
152,278,1011,2024-09-03,3,0,3165.0,1227.0,Chennai
153,455,1012,2025-12-11,3,0,8442.0,2391.0,Ahmedabad
154,709,1006,2025-05-22,2,10,10243.8,1099.8,Bengaluru
155,86,1005,2024-09-25,2,15,114445.7,38343.7,Delhi
156,244,1008,2025-09-20,3,0,13905.0,3963.0,Chennai
157,766,1014,2025-01-21,3,10,9817.2,2029.2,Mumbai
158,189,1019,2025-12-11,2,20,11486.4,3116.4,Chennai
159,484,1020,2025-11-18,1,0,4094.0,1651.0,Bengaluru
160,292,1002,2025-06-22,4,5,208946.8,61502.8,Delhi
161,199,1009,2024-09-27,1,5,4676.85,1938.85,Pune
162,135,1014,2024-09-18,4,0,14544.0,4160.0,Hyderabad
163,556,1008,2024-07-02,1,0,4635.0,1321.0,Mumbai
164,242,1019,2024-08-22,4,0,28716.0,11976.0,Bengaluru
165,769,1015,2025-05-26,3,5,8458.8,3406.8,Pune
166,323,1019,2025-07-31,2,5,13640.1,5270.1,Mumbai
167,567,1017,2024-09-23,2,0,4242.0,1562.0,Kolkata
168,19,1003,2024-02-07,1,5,35429.3,10293.3,Pune
169,708,1003,2025-06-25,1,0,37294.0,12158.0,Bengaluru
170,480,1018,2025-09-27,3,0,21363.0,5667.0,Pune
171,170,1015,2024-01-26,2,10,5342.4,1974.4,Delhi
172,416,1005,2025-01-17,3,0,201963.0,87810.0,Chennai
173,493,1009,2024-02-24,1,0,4923.0,2185.0,Hyderabad
174,677,1004,2025-03-04,2,15,75192.7,23126.7,Kolkata
175,141,1020,2024-04-02,4,5,15557.2,5785.2,Kolkata
176,185,1008,2024-08-02,1,0,4635.0,1321.0,Bengaluru
177,686,1007,2025-08-07,1,0,5391.0,982.0,Bengaluru
178,684,1012,2024-05-03,2,15,4783.8,749.8,Kolkata
179,460,1009,2025-05-16,2,5,9353.7,3877.7,Kolkata
180,245,1003,2024-07-08,4,5,141717.2,41173.2,Ahmedabad
181,581,1010,2024-03-09,4,0,10552.0,4352.0,Ahmedabad
182,497,1007,2025-10-21,4,0,21564.0,3928.0,Delhi
183,222,1015,2024-09-01,1,0,2968.0,1284.0,Mumbai
184,638,1013,2025-11-06,2,0,15628.0,2884.0,Delhi
185,625,1019,2025-09-07,4,0,28716.0,11976.0,Pune
186,742,1010,2025-10-16,3,5,7518.3,2868.3,Chennai
187,681,1017,2025-10-07,2,0,4242.0,1562.0,Ahmedabad
188,163,1002,2025-04-09,1,15,46738.1,9877.1,Hyderabad
189,100,1017,2025-03-14,1,10,1908.9,568.9,Chennai
190,644,1010,2025-01-13,4,15,8969.2,2769.2,Delhi
191,316,1011,2025-06-07,2,0,2110.0,818.0,Delhi
192,733,1004,2025-08-17,4,5,168077.8,63945.8,Mumbai
193,458,1004,2025-01-27,2,0,88462.0,36396.0,Ahmedabad
194,75,1017,2024-04-23,3,0,6363.0,2343.0,Pune
195,352,1016,2024-02-19,2,0,1360.0,258.0,Pune
196,643,1008,2024-03-08,1,0,4635.0,1321.0,Delhi
197,751,1010,2025-07-28,1,0,2638.0,1088.0,Kolkata
198,145,1012,2025-12-02,3,5,8019.9,1968.9,Pune
199,475,1005,2024-07-29,2,10,121177.8,45075.8,Pune
200,757,1006,2025-10-23,4,5,21625.8,3337.8,Ahmedabad
201,44,1007,2024-02-13,1,10,4851.9,442.9,Mumbai
202,522,1019,2024-09-17,3,10,19383.3,6828.3,Chennai
203,374,1017,2025-07-04,1,15,1802.85,462.85,Hyderabad
204,128,1009,2024-07-04,4,5,18707.4,7755.4,Kolkata
205,148,1011,2024-08-02,2,0,2110.0,818.0,Kolkata
206,413,1014,2025-10-03,4,0,14544.0,4160.0,Chennai
207,466,1018,2025-07-17,4,0,28484.0,7556.0,Bengaluru
208,294,1007,2025-11-09,1,0,5391.0,982.0,Delhi
209,144,1020,2024-09-11,2,10,7369.2,2483.2,Mumbai
210,447,1011,2025-10-14,1,0,1055.0,409.0,Pune
211,257,1003,2025-03-02,3,10,100693.8,25285.8,Chennai
212,617,1018,2025-10-23,2,0,14242.0,3778.0,Delhi
213,189,1019,2024-03-21,2,5,13640.1,5270.1,Chennai
214,732,1017,2024-06-20,2,5,4029.9,1349.9,Hyderabad
215,23,1004,2024-12-31,1,15,37596.35,11563.35,Bengaluru
216,433,1009,2024-04-07,3,20,11815.2,3601.2,Hyderabad
217,498,1019,2024-08-25,1,15,6102.15,1917.15,Pune
218,363,1010,2024-06-20,2,0,5276.0,2176.0,Pune
219,202,1003,2025-12-08,4,0,149176.0,48632.0,Delhi
220,794,1011,2024-04-13,1,0,1055.0,409.0,Bengaluru
221,180,1012,2024-07-15,1,20,2251.2,234.2,Hyderabad
222,418,1010,2024-10-28,4,20,8441.6,2241.6,Hyderabad
223,108,1008,2024-01-07,3,5,13209.75,3267.75,Kolkata
224,88,1017,2024-05-18,3,5,6044.85,2024.85,Ahmedabad
225,57,1007,2024-01-26,2,10,9703.8,885.8,Ahmedabad
226,532,1008,2024-07-07,2,5,8806.5,2178.5,Delhi
227,259,1013,2025-12-04,4,15,26567.6,1079.6,Chennai
228,640,1013,2024-10-03,3,0,23442.0,4326.0,Delhi
229,687,1005,2024-11-02,2,10,121177.8,45075.8,Kolkata
230,493,1015,2024-08-29,2,0,5936.0,2568.0,Hyderabad
231,318,1008,2025-10-19,3,15,11819.25,1877.25,Kolkata
232,430,1019,2025-02-12,2,0,14358.0,5988.0,Hyderabad
233,510,1016,2025-09-13,3,15,1734.0,81.0,Pune
234,684,1009,2025-07-29,1,10,4430.7,1692.7,Kolkata
235,567,1020,2024-02-06,4,0,16376.0,6604.0,Kolkata
236,305,1002,2024-04-13,1,15,46738.1,9877.1,Delhi
237,62,1010,2024-08-08,2,15,4484.6,1384.6,Chennai
238,519,1020,2025-01-04,3,0,12282.0,4953.0,Ahmedabad
239,458,1008,2024-01-12,3,0,13905.0,3963.0,Ahmedabad
240,586,1002,2025-05-19,1,5,52236.7,15375.7,Bengaluru
241,353,1014,2024-06-17,2,0,7272.0,2080.0,Kolkata
242,383,1002,2024-07-05,2,5,104473.4,30751.4,Bengaluru
243,72,1007,2025-11-10,1,5,5121.45,712.45,Ahmedabad
244,118,1004,2024-02-23,3,15,112789.05,34690.05,Delhi
245,214,1013,2024-11-04,4,20,25004.8,-483.2,Bengaluru
246,726,1005,2024-03-04,1,15,57222.85,19171.85,Mumbai
247,368,1020,2025-07-04,2,5,7778.6,2892.6,Hyderabad
248,446,1001,2025-10-17,4,0,63580.0,12292.0,Kolkata
249,166,1011,2024-01-10,1,0,1055.0,409.0,Delhi
250,113,1008,2025-08-19,2,10,8343.0,1715.0,Ahmedabad
251,692,1004,2024-02-10,3,0,132693.0,54594.0,Delhi
252,697,1011,2024-04-10,2,15,1793.5,501.5,Ahmedabad
253,213,1010,2024-10-08,1,5,2506.1,956.1,Bengaluru
254,6,1003,2025-10-16,3,10,100693.8,25285.8,Chennai
255,387,1010,2024-05-12,1,0,2638.0,1088.0,Mumbai
256,203,1005,2025-01-04,3,5,191864.85,77711.85,Bengaluru
257,140,1019,2024-04-12,1,15,6102.15,1917.15,Delhi
258,637,1015,2025-10-17,4,20,9497.6,2761.6,Kolkata
259,320,1014,2025-01-17,1,0,3636.0,1040.0,Bengaluru
260,256,1015,2024-06-05,2,10,5342.4,1974.4,Mumbai
261,552,1018,2024-04-02,2,0,14242.0,3778.0,Mumbai
262,565,1004,2025-04-15,4,10,159231.6,55099.6,Pune
263,257,1005,2024-05-30,3,0,201963.0,87810.0,Chennai
264,777,1010,2024-12-09,4,20,8441.6,2241.6,Chennai
265,229,1017,2024-07-18,4,5,8059.8,2699.8,Delhi
266,241,1016,2025-05-16,3,0,2040.0,387.0,Mumbai
267,203,1004,2024-02-21,3,0,132693.0,54594.0,Bengaluru
268,241,1013,2024-10-22,2,10,14065.2,1321.2,Mumbai
269,720,1001,2024-10-18,1,0,15895.0,3073.0,Hyderabad
270,455,1017,2025-12-29,2,0,4242.0,1562.0,Ahmedabad
271,497,1004,2024-06-11,3,5,126058.35,47959.35,Delhi
272,317,1005,2024-04-01,2,0,134642.0,58540.0,Kolkata
273,644,1008,2024-02-06,3,15,11819.25,1877.25,Delhi
274,136,1009,2024-11-05,2,0,9846.0,4370.0,Kolkata
275,79,1006,2024-05-19,4,10,20487.6,2199.6,Hyderabad
276,504,1009,2025-03-22,1,0,4923.0,2185.0,Chennai
277,349,1020,2025-10-24,1,0,4094.0,1651.0,Chennai
278,166,1009,2025-09-15,4,5,18707.4,7755.4,Delhi
279,271,1004,2024-03-18,1,10,39807.9,13774.9,Chennai
280,567,1005,2024-08-15,1,20,53856.8,15805.8,Kolkata
281,347,1003,2025-10-21,2,0,74588.0,24316.0,Mumbai
282,675,1003,2024-04-19,2,0,74588.0,24316.0,Hyderabad
283,351,1002,2025-03-14,4,20,175955.2,28511.2,Delhi
284,727,1020,2024-11-12,1,0,4094.0,1651.0,Delhi
285,85,1006,2025-10-29,1,10,5121.9,549.9,Ahmedabad
286,204,1001,2025-04-02,4,0,63580.0,12292.0,Pune
287,148,1016,2024-07-14,2,0,1360.0,258.0,Kolkata
288,105,1020,2025-04-09,4,5,15557.2,5785.2,Chennai
289,739,1009,2025-10-19,2,0,9846.0,4370.0,Mumbai
290,129,1009,2025-02-26,3,10,13292.1,5078.1,Pune
291,149,1011,2025-10-14,3,5,3006.75,1068.75,Hyderabad
292,122,1017,2025-04-21,3,10,5726.7,1706.7,Bengaluru
293,85,1003,2024-11-09,3,5,106287.9,30879.9,Ahmedabad
294,59,1002,2025-12-18,1,0,54986.0,18125.0,Bengaluru
295,27,1015,2024-12-07,1,15,2522.8,838.8,Hyderabad
296,24,1020,2025-12-01,3,20,9825.6,2496.6,Delhi
297,618,1017,2025-06-11,4,0,8484.0,3124.0,Chennai
298,99,1009,2024-05-01,4,0,19692.0,8740.0,Delhi
299,78,1016,2025-01-04,2,15,1156.0,54.0,Ahmedabad
300,366,1013,2024-11-26,2,5,14846.6,2102.6,Mumbai
301,714,1002,2024-08-10,21,0,1319664.0,72500.0,Delhi
302,705,1020,2024-12-19,2,5,7778.6,2892.6,Kolkata
303,380,1010,2024-09-30,1,15,2242.3,692.3,Delhi
304,620,1008,2024-11-03,1,10,4171.5,857.5,Kolkata
305,567,1002,2024-04-16,1,0,54986.0,18125.0,Kolkata
306,453,1007,2025-09-25,2,10,9703.8,885.8,Mumbai
307,453,1012,2024-09-08,3,0,8442.0,2391.0,Mumbai
308,181,1016,2025-10-07,4,5,2584.0,380.0,Hyderabad
309,466,1016,2024-12-28,1,5,646.0,95.0,Bengaluru
310,397,1002,2024-04-19,3,5,156710.1,46127.1,Delhi
311,343,1016,2025-03-03,4,0,2720.0,516.0,Delhi
312,612,1015,2025-11-21,4,0,11872.0,5136.0,Bengaluru
313,265,1008,2025-04-22,2,0,9270.0,2642.0,Bengaluru
314,235,1015,2025-10-10,1,0,2968.0,1284.0,Ahmedabad
315,685,1017,2025-06-17,2,15,3605.7,925.7,Pune
316,361,1016,2024-05-03,1,0,680.0,129.0,Bengaluru
317,283,1011,2025-02-14,1,5,1002.25,356.25,Pune
318,103,1017,2025-12-07,3,0,6363.0,2343.0,Ahmedabad
319,625,1019,2024-10-28,1,0,7179.0,2994.0,Pune
320,429,1020,2025-06-10,3,15,10439.7,3110.7,Pune
321,130,1013,2024-12-26,2,0,15628.0,2884.0,Bengaluru
322,377,1002,2025-06-25,1,0,54986.0,18125.0,Kolkata
323,348,1004,2024-09-01,3,0,132693.0,54594.0,Ahmedabad
324,521,1014,2024-09-20,3,0,10908.0,3120.0,Mumbai
325,489,1009,2024-04-18,2,0,9846.0,4370.0,Delhi
326,682,1005,2024-11-06,1,15,57222.85,19171.85,Delhi
327,509,1002,2025-10-04,3,0,164958.0,54375.0,Pune
328,558,1019,2024-08-30,4,15,24408.6,7668.6,Delhi
329,429,1011,2025-03-26,3,0,3165.0,1227.0,Pune
330,60,1015,2025-11-10,3,10,8013.6,2961.6,Ahmedabad
331,146,1016,2025-07-05,2,20,1088.0,-14.0,Chennai
332,646,1014,2024-01-10,2,0,7272.0,2080.0,Bengaluru
333,570,1020,2025-05-11,1,0,4094.0,1651.0,Ahmedabad
334,519,1003,2024-07-06,1,10,33564.6,8428.6,Ahmedabad
335,326,1019,2025-05-17,1,5,6820.05,2635.05,Ahmedabad
336,660,1006,2025-04-25,4,5,21625.8,3337.8,Hyderabad
337,361,1007,2024-07-21,3,15,13747.05,520.05,Bengaluru
338,396,1015,2024-03-27,4,15,10091.2,3355.2,Delhi
339,369,1017,2024-09-10,3,0,6363.0,2343.0,Delhi
340,657,1007,2025-05-18,1,10,4851.9,442.9,Chennai
341,382,1019,2025-12-21,3,5,20460.15,7905.15,Kolkata
342,562,1012,2025-06-05,3,5,8019.9,1968.9,Hyderabad
343,677,1019,2024-06-17,2,0,14358.0,5988.0,Kolkata
344,777,1017,2025-10-22,2,0,4242.0,1562.0,Chennai
345,589,1006,2024-11-30,1,15,4837.35,265.35,Kolkata
346,244,1018,2025-12-07,3,0,21363.0,5667.0,Chennai
347,4,1020,2025-07-03,1,0,4094.0,1651.0,Hyderabad
348,71,1006,2025-08-22,1,10,5121.9,549.9,Ahmedabad
349,490,1015,2025-10-08,3,20,7123.2,2071.2,Delhi
350,618,1004,2025-05-29,2,15,75192.7,23126.7,Chennai
351,724,1001,2025-07-03,1,0,15895.0,3073.0,Bengaluru
352,40,1012,2025-08-29,4,0,11256.0,3188.0,Mumbai
353,91,1005,2024-11-25,4,0,269284.0,117080.0,Bengaluru
354,612,1005,2024-12-30,3,0,201963.0,87810.0,Bengaluru
355,591,1014,2025-10-14,4,0,14544.0,4160.0,Pune
356,175,1019,2024-08-16,2,10,12922.2,4552.2,Pune
357,563,1002,2025-10-17,2,5,104473.4,30751.4,Mumbai
358,639,1003,2025-04-03,4,0,149176.0,48632.0,Kolkata
359,146,1008,2025-08-12,4,0,18540.0,5284.0,Chennai
360,230,1006,2024-01-25,4,0,22764.0,4476.0,Pune
361,302,1005,2025-10-23,1,0,67321.0,29270.0,Delhi
362,386,1017,2025-10-29,3,10,5726.7,1706.7,Hyderabad
363,490,1011,2024-12-10,4,10,3798.0,1214.0,Delhi
364,463,1015,2024-10-14,3,5,8458.8,3406.8,Ahmedabad
365,310,1003,2024-07-26,4,5,141717.2,41173.2,Chennai
366,326,1017,2024-01-04,4,0,8484.0,3124.0,Ahmedabad
367,608,1013,2024-06-25,4,0,31256.0,5768.0,Pune
368,391,1008,2025-10-24,2,0,9270.0,2642.0,Kolkata
369,90,1014,2024-05-01,2,10,6544.8,1352.8,Mumbai
370,272,1014,2024-04-05,1,0,3636.0,1040.0,Chennai
371,760,1005,2024-02-09,1,15,57222.85,19171.85,Kolkata
372,340,1007,2024-07-23,2,0,10782.0,1964.0,Chennai
373,601,1011,2025-08-01,4,0,4220.0,1636.0,Ahmedabad
374,688,1013,2024-01-27,4,0,31256.0,5768.0,Bengaluru
375,573,1004,2024-08-06,2,0,88462.0,36396.0,Mumbai
376,691,1018,2024-08-24,2,10,12817.8,2353.8,Mumbai
377,652,1019,2025-11-29,4,15,24408.6,7668.6,Ahmedabad
378,500,1002,2025-12-26,2,0,109972.0,36250.0,Ahmedabad
379,381,1006,2024-01-30,2,5,10812.9,1668.9,Ahmedabad
380,737,1006,2024-11-19,1,0,5691.0,1119.0,Delhi
381,417,1017,2024-09-23,4,0,8484.0,3124.0,Hyderabad
382,725,1006,2024-05-05,3,10,15365.7,1649.7,Chennai
383,775,1011,2024-06-11,3,15,2690.25,752.25,Hyderabad
384,584,1001,2024-04-20,3,20,38148.0,-318.0,Hyderabad
385,107,1015,2024-08-10,4,0,11872.0,5136.0,Mumbai
386,12,1008,2024-09-22,2,0,9270.0,2642.0,Hyderabad
387,731,1011,2025-07-29,2,10,1899.0,607.0,Chennai
388,327,1013,2025-06-01,3,0,23442.0,4326.0,Bengaluru
389,712,1020,2024-04-01,4,5,15557.2,5785.2,Kolkata
390,684,1008,2024-07-26,1,20,3708.0,394.0,Kolkata
391,263,1019,2025-06-17,4,10,25844.4,9104.4,Chennai
392,523,1010,2025-11-15,4,15,8969.2,2769.2,Ahmedabad
393,475,1003,2024-10-31,1,10,33564.6,8428.6,Pune
394,641,1010,2025-11-28,2,15,4484.6,1384.6,Mumbai
395,507,1004,2025-12-10,4,0,176924.0,72792.0,Bengaluru
396,115,1011,2025-07-31,1,10,949.5,303.5,Kolkata
397,63,1003,2025-04-11,1,5,35429.3,10293.3,Bengaluru
398,764,1004,2025-10-06,4,0,176924.0,72792.0,Bengaluru
399,269,1012,2024-03-16,1,10,2532.6,515.6,Chennai
400,284,1004,2024-05-23,2,10,79615.8,27549.8,Hyderabad
401,362,1017,2025-10-21,4,15,7211.4,1851.4,Chennai
402,160,1005,2025-01-10,3,0,201963.0,87810.0,Bengaluru
403,538,1018,2025-10-06,3,10,19226.7,3530.7,Ahmedabad
404,665,1004,2024-07-23,3,10,119423.7,41324.7,Ahmedabad
405,424,1015,2024-11-11,4,10,10684.8,3948.8,Ahmedabad
406,392,1018,2025-12-28,4,10,25635.6,4707.6,Ahmedabad
407,660,1004,2025-05-29,2,15,75192.7,23126.7,Hyderabad
408,692,1013,2025-07-23,2,5,14846.6,2102.6,Delhi
409,81,1014,2024-12-16,1,10,3272.4,676.4,Delhi
410,538,1008,2024-03-20,2,0,9270.0,2642.0,Ahmedabad
411,515,1009,2025-05-10,4,5,18707.4,7755.4,Chennai
